text_equiv	language	font_family	segment_type	segment_id	url_id	region	rotation	full_region	full_rotation
finden	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0025_word0000	52	280,7959,176,67	0.75	270,6081,2486,2082	0.75
Holzſchrauben,	German	Fraktur	Word	Kolonie-Zeitung-1889-12-24_P03_r1_line0010_word0000	195	2616,6016,544,103	0.0	2507,4596,2157,3839	0.0
der	German	Antiqua	Word	Der-Pionier-1891-09-09_P01_r1_line0024_word0003	293	3867,2239,217,151	359.625	2017,450,5055,2236	359.625
unter	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0011_word0007	29	4623,4651,176,66	0.125	3251,3515,2466,4041	0.125
Paraná.	Portuguese	Fraktur	Word	Der-Pionier-1887-07-02_P03_r1_line0079_word0011	210	2154,2133,142,44	0.0	16,142,2560,2064	0.0
empfehlen	German	Fraktur	Word	Kolonie-Zeitung-1881-06-18_P03_r1_line0004_word0008	114	4863,3514,327,81	359.5	2895,3016,2538,1322	359.5
zu	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0008_word0002	55	3293,6506,62,57	0.5	2931,5739,2499,1886	0.5
Wochen,	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0023_word0003	64	1188,6175,234,81	0.125	441,4191,2488,4398	0.125
rein	German	Fraktur	Word	Kolonie-Zeitung-1880-06-05_P03_r1_line0003_word0004	104	3925,5356,126,70	0.0	2950,4949,2494,1438	0.0
wiſſenſchaftlichen	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0019_word0004	27	1797,5513,458,72	359.75	613,4008,2645,2109	359.75
Henry	German	Fraktur	Word	Kolonie-Zeitung-1881-04-09_P03_r1_line0004_word0001	110	3789,6965,231,98	359.875	3394,6358,1752,1312	359.875
este	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0030_word0011	75	5178,6489,145,60	0.25	2871,3671,2483,4110	0.25
und	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0013_word0000	236	3593,4551,153,73	0.0	3481,2897,1654,6853	0.0
de	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-23_P03_r1_line0008_word0002	77	3490,7221,88,70	0.625	2964,6403,1209,1073	0.625
Ein	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0026_word0000	5	528,4180,128,74	0.0	415,2513,3072,1971	0.0
von	German	Fraktur	Word	Der-Pionier-1888-01-21_P05_r1_line0022_word0005	222	1698,9041,114,53	359.5	174,6916,1671,2473	359.5
höchfte	German	Fraktur	Word	Kolonie-Zeitung-1900-01-04_P03_r1_line0010_word0001	197	2607,1846,233,87	359.875	2502,785,3144,1396	359.875
Payne's	German	Fraktur	Word	Kolonie-Zeitung-1882-11-17_P03_r1_line0002_word0000	128	2858,4916,405,121	0.0	2536,4656,1955,1060	0.0
eingeladen	German	Fraktur	Word	Kolonie-Zeitung-1874-09-26_P03_r1_line0006_word0007	82	2330,8173,344,90	0.125	211,7591,2490,776	0.125
Anfertigung	German	Fraktur	Word	Kolonie-Zeitung-1863-12-12_P03_r1_line0001_word0003	6	1343,3288,406,94	359.75	390,3115,3065,517	359.75
Thlr.,	German	Fraktur	Word	Kolonie-Zeitung-1870-01-15_P03_r1_line0009_word0009	44	4468,8451,164,69	0.375	2870,7500,2507,1385	0.375
Dr.	Portuguese	Fraktur	Word	Kolonie-Zeitung-1880-01-24_P05_r1_line0003_word0000	103	3513,5289,136,80	359.75	3269,4774,1818,1396	359.75
eine	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0042_word0005	64	1697,7814,110,59	0.125	441,4191,2488,4398	0.125
Senf.	German	Fraktur	Word	Kolonie-Zeitung-1881-12-17_P03_r1_line0007_word0001	121	4187,8112,218,90	359.75	2983,7057,2390,1164	359.75
zu	German	Fraktur	Word	Kolonie-Zeitung-1881-10-01_P03_r1_line0010_word0004	117	1247,6195,72,70	0.375	374,5316,2516,2688	0.375
Backenbärten	German	Fraktur	Word	Der-Pionier-1889-03-02_P03_r1_line0011_word0001	250	931,5315,721,109	0.25	324,4308,1673,1739	0.25
bis	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0049_word0009	64	2354,8414,84,64	0.125	441,4191,2488,4398	0.125
die	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0007_word0000	64	478,4801,80,59	0.125	441,4191,2488,4398	0.125
September	German	Antiqua	Word	Kolonie-Zeitung-1888-09-06_P03_r1_line0000_word0003	178	2170,8295,518,147	0.0	902,8280,2062,649	0.0
präcise	German	Antiqua	Word	Deutsches-Wochenblatt-1886-04-17_P03_r1_line0014_word0001	205	1573,2762,239,95	359.625	1140,1834,1100,1065	359.625
und	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0008_word0017	53	4699,4436,125,62	0.0	330,3310,5103,5551	0.0
willkommen	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0016_word0007	34	2084,6587,331,59	0.0	483,5282,2500,2814	0.0
Wer	German	Fraktur	Word	Kolonie-Zeitung-1877-07-14_P03_r1_line0004_word0001	94	3247,8241,127,64	359.375	2969,7868,1217,543	359.375
Lohn,	German	Fraktur	Word	Der-Pionier-1887-10-08_P02_r1_line0009_word0000	219	909,3679,95,42	359.875	883,3304,842,851	359.875
Ein	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0009_word0000	35	3111,5171,101,59	359.75	3077,4430,2458,1719	359.75
um	German	Fraktur	Word	Der-Pionier-1889-12-14_P03_r1_line0010_word0001	263	889,3562,131,58	359.75	219,2052,1714,2031	359.75
Theatervorſtellung	German	Textura	Word	Der-Pionier-1889-10-09_P02_r1_line0004_word0000	258	5342,1734,1421,238	0.375	5189,1035,1698,1485	0.375
in	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0015_word0012	27	3185,5247,61,56	359.75	613,4008,2645,2109	359.75
bei	German	Fraktur	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0045_word0006	126	4164,8071,92,70	0.0	2621,2096,2088,6158	0.0
und	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0025_word0006	5	2506,4083,129,70	0.0	415,2513,3072,1971	0.0
zu	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0015_word0003	75	3825,5156,71,68	0.25	2871,3671,2483,4110	0.25
Feſtball	German	Fraktur	Word	Kolonie-Zeitung-1870-05-14_P03_r1_line0009_word0007	46	4419,7677,215,77	0.125	2831,6696,2483,1595	0.125
und	German	Script	Word	Kolonie-Zeitung-1888-09-25_P01_r1_line0005_word0001	181	5198,5589,159,72	359.75	4646,4817,2016,1516	359.75
de	Portuguese	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0033_word0002	257	5860,4408,63,68	0.0	5244,463,1713,6266	0.0
für	German	Fraktur	Word	Kolonie-Zeitung-1882-11-17_P03_r1_line0007_word0000	128	3271,5477,149,125	0.0	2536,4656,1955,1060	0.0
aus	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0023_word0001	257	5686,3610,115,58	0.0	5244,463,1713,6266	0.0
von	German	Fraktur	Word	Kolonie-Zeitung-1874-11-07_P03_r1_line0006_word0000	83	4591,3039,125,56	359.375	2783,2240,3719,2799	359.375
M.	German	Antiqua	Word	Kolonie-Zeitung-1884-08-15_P03_r1_line0011_word0006	132	6714,1872,89,69	359.75	5053,592,2062,1721	359.75
Mecker,	German	Fraktur	Word	Kolonie-Zeitung-1874-05-16_P03_r1_line0012_word0000	76	2941,6943,208,62	0.625	2916,5806,2455,1942	0.625
DE	Portuguese	Antiqua	Word	Der-Pionier-1888-03-10_P02_r1_line0005_word0000	224	5924,1160,158,68	0.25	5125,573,1762,5503	0.25
Oberwelt.	German	Textura	Word	Deutsches-Wochenblatt-1886-04-17_P03_r1_line0012_word0003	205	1852,2553,377,93	359.625	1140,1834,1100,1065	359.625
einige	German	Fraktur	Word	Kolonie-Zeitung-1889-12-24_P02_r1_line0003_word0004	194	6269,2556,200,92	359.625	5030,2101,2055,679	359.625
Unfruchtbarkeit,	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0021_word0004	55	4390,7389,526,74	0.5	2931,5739,2499,1886	0.5
milien	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0049_word0000	125	286,5395,211,71	359.375	233,456,2172,6851	359.375
Wohlwollen	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0017_word0006	29	4788,5151,411,85	0.125	3251,3515,2466,4041	0.125
Candido	Portuguese	Antiqua	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0002_word0003	53	2799,3746,466,103	0.0	330,3310,5103,5551	0.0
Toiletten⸗Seifen,	German	Fraktur	Word	Kolonie-Zeitung-1888-07-10_P01_r1_line0002_word0001	171	3401,6799,1089,143	0.125	2542,6316,2028,1378	0.125
ihre	German	Fraktur	Word	Kolonie-Zeitung-1863-06-06_P03_r1_line0005_word0002	2	1086,4150,144,85	0.125	397,3685,3103,649	0.125
eine	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0010_word0008	52	2327,6901,107,53	0.75	270,6081,2486,2082	0.75
RUA	Portuguese	Antiqua	Word	Der-Pionier-1891-09-26_P02_r1_line0006_word0000	294	4036,1573,390,151	0.25	3387,413,3423,2112	0.25
Bibliothek,	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0008_word0007	64	2052,4882,317,87	0.125	441,4191,2488,4398	0.125
Primeira	Portuguese	Italic	Word	Kolonie-Zeitung-1868-07-18_P03_r1_line0011_word0000	33	1368,7388,323,66	0.375	460,6439,2416,1096	0.375
Könige.	German	Fraktur	Word	Kolonie-Zeitung-1866-04-21_P03_r1_line0012_word0004	19	1589,5654,217,72	359.75	709,4498,2714,1521	359.75
pr.	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0020_word0009	64	1822,5929,74,63	0.125	441,4191,2488,4398	0.125
H.	German	Kanzlei	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0007_word0001	29	4260,4131,139,148	0.125	3251,3515,2466,4041	0.125
Katharina	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0067_word0002	125	674,7095,348,79	359.375	233,456,2172,6851	359.375
Lahrer	German	Textura	Word	Kolonie-Zeitung-1887-11-04_P03_r1_line0006_word0000	163	1260,6283,323,154	0.0	582,5299,2072,1763	0.0
ihre	German	Fraktur	Word	Kolonie-Zeitung-1881-10-01_P03_r1_line0007_word0004	117	1166,5919,130,80	0.375	374,5316,2516,2688	0.375
Jaquet.	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0017_word0008	5	2466,3594,257,84	0.0	415,2513,3072,1971	0.0
Leslie	German	Textura	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0011_word0003	125	1521,1790,366,152	359.375	233,456,2172,6851	359.375
Richter,	German	Fraktur	Word	Kolonie-Zeitung-1881-10-01_P03_r1_line0021_word0005	117	1443,7381,252,79	0.375	374,5316,2516,2688	0.375
Nach	German	Fraktur	Word	Kolonie-Zeitung-1867-09-14_P03_r1_line0002_word0001	25	3866,6761,137,68	359.875	3280,6561,1312,688	359.875
recebel-os.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0007_word0003	71	1176,5624,388,69	0.0	217,5044,2483,1775	0.0
Bethlehen,	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0026_word0000	257	5297,3859,481,96	0.0	5244,463,1713,6266	0.0
Birmingham,	English	Antiqua	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0022_word0003	24	4649,3407,382,70	359.875	3351,1574,2644,1912	359.875
durch	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0009_word0003	236	4899,4106,220,90	0.0	3481,2897,1654,6853	0.0
Verein.	German	Textura	Word	Deutsches-Wochenblatt-1886-02-27_P03_r1_line0001_word0001	203	798,2487,280,92	0.25	118,2487,1121,820	0.25
c.	German	Antiqua	Word	Kolonie-Zeitung-1887-11-25_P03_r1_line0009_word0001	166	4249,8514,87,83	0.5	2874,7282,2058,1364	0.5
e	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0039_word0006	75	5276,7271,40,47	0.25	2871,3671,2483,4110	0.25
Uhr	German	Fraktur	Word	Kolonie-Zeitung-1874-08-01_P03_r1_line0008_word0003	78	3646,6321,125,81	0.5	2822,5563,2531,1275	0.5
des	German	Fraktur	Word	Der-Pionier-1889-07-24_P02_r1_line0003_word0002	254	5803,3040,138,76	0.0	5172,2651,1693,2210	0.0
Randbemerkungen	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0028_word0001	64	607,6609,525,80	0.125	441,4191,2488,4398	0.125
PONTISSIMA!	Portuguese	Antiqua	Word	Der-Pionier-1891-04-08_P02_r1_line0002_word0001	288	4179,5696,670,72	359.875	3587,5259,1686,1176	359.875
fanden	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0035_word0002	257	6009,4585,210,83	0.0	5244,463,1713,6266	0.0
Auswabl	German	Fraktur	Word	Der-Pionier-1889-03-02_P03_r1_line0009_word0001	250	516,5112,295,71	0.25	324,4308,1673,1739	0.25
andere	German	Fraktur	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0003_word0002	12	1136,3737,234,77	359.125	356,3418,3109,930	359.125
jetzt	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0027_word0008	29	5539,5940,136,78	0.125	3251,3515,2466,4041	0.125
realise	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0030_word0010	75	4880,6481,245,70	0.25	2871,3671,2483,4110	0.25
Pikadeſchlagen	German	Fraktur	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0014_word0003	71	1490,6278,486,91	0.0	217,5044,2483,1775	0.0
darauf	German	Fraktur	Word	Kolonie-Zeitung-1866-01-20_P03_r1_line0005_word0006	17	2578,5687,194,70	0.0	854,5252,2665,588	0.0
no	Portuguese	Antiqua	Word	Kolonie-Zeitung-1875-04-10_P03_r1_line0003_word0000	87	3805,5422,89,45	0.0	2908,5314,2479,513	0.0
opadie	-	Antiqua	Word	Der-Pionier-1891-05-13_P03_r1_line0019_word0000	290	6021,9270,198,70	0.0	5383,7887,1583,2188	0.0
Belieben.	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0026_word0004	5	2749,4168,311,72	0.0	415,2513,3072,1971	0.0
mez	Portuguese	Antiqua	Word	Kolonie-Zeitung-1875-04-10_P03_r1_line0003_word0004	87	4388,5423,144,45	0.0	2908,5314,2479,513	0.0
und	German	Fraktur	Word	Kolonie-Zeitung-1869-04-24_P03_r1_line0001_word0005	39	2482,5127,178,103	359.875	366,4957,2432,1014	359.875
nichts.	German	Fraktur	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0017_word0002	24	3692,2999,180,64	359.875	3351,1574,2644,1912	359.875
worden.	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0006_word0004	34	1857,5735,264,68	0.0	483,5282,2500,2814	0.0
geblieben.	German	Fraktur	Word	Kolonie-Zeitung-1869-12-18_P03_r1_line0010_word0004	43	4699,5596,320,89	0.5	2896,4902,2478,1634	0.5
welche	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0106_word0002	53	1937,8185,209,85	0.0	330,3310,5103,5551	0.0
bei	German	Fraktur	Word	Kolonie-Zeitung-1874-09-26_P03_r1_line0005_word0006	82	1882,8090,90,68	0.125	211,7591,2490,776	0.125
Lebhaftigkeit	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0024_word0007	52	1789,7861,358,75	0.75	270,6081,2486,2082	0.75
geſonnen	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0015_word0006	125	1759,2450,298,86	359.375	233,456,2172,6851	359.375
daß	German	Fraktur	Word	Deutsches-Echo-1886-06-19_P05_r1_line0025_word0002	206	2576,766,61,43	359.375	2331,285,1094,1125	359.375
Chokolade	German	Fraktur	Word	Kolonie-Zeitung-1887-08-12_P03_r1_line0003_word0001	153	3846,2697,501,122	0.0	2788,2076,1990,866	0.0
Kilo	German	Fraktur	Word	Der-Pionier-1890-09-13_P03_r1_line0007_word0004	276	1626,5603,232,105	0.0	183,4536,1794,2622	0.0
im	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0058_word0000	236	3510,9622,106,75	0.0	3481,2897,1654,6853	0.0
der	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0010_word0003	34	1505,6083,99,61	0.0	483,5282,2500,2814	0.0
Uhr	German	Fraktur	Word	Kolonie-Zeitung-1870-09-24_P03_r1_line0004_word0004	49	3819,7601,125,82	0.875	3034,7137,1189,1253	0.875
u.	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0010_word0010	35	5233,5264,54,45	359.75	3077,4430,2458,1719	359.75
d.	German	Fraktur	Word	Kolonie-Zeitung-1878-11-02_P03_r1_line0003_word0003	99	1733,8446,82,87	0.125	350,8166,2320,741	0.125
Niederlage	German	Fraktur	Word	Kolonie-Zeitung-1872-07-27_P03_r1_line0000_word0000	57	3858,3605,944,204	359.75	3080,3596,2471,885	359.75
Gebetbücher	German	Textura	Word	Kolonie-Zeitung-1881-04-09_P03_r1_line0002_word0001	110	4275,6653,820,141	359.875	3394,6358,1752,1312	359.875
Roſinen	German	Fraktur	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0024_word0003	185	4818,3537,397,127	359.5	2695,623,4085,3247	359.5
allen	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0011_word0007	52	1784,6973,131,56	0.75	270,6081,2486,2082	0.75
Kenntnisnahme,	German	Fraktur	Word	Kolonie-Zeitung-1881-10-01_P03_r1_line0014_word0000	117	395,6580,560,85	0.375	374,5316,2516,2688	0.375
Zahlung.	German	Fraktur	Word	Kolonie-Zeitung-1866-01-20_P03_r1_line0003_word0001	17	1051,5553,261,74	0.0	854,5252,2665,588	0.0
Santa	Portuguese	Textura	Word	Kolonie-Zeitung-1884-09-05_P03_r1_line0006_word0003	133	3204,4644,366,159	359.875	620,3593,4255,3913	359.875
Krüger.	German	Kanzlei	Word	Kolonie-Zeitung-1887-10-14_P03_r1_line0044_word0001	161	4427,3931,322,111	359.75	2962,969,2082,3254	359.75
können.	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0042_word0002	125	742,4793,255,73	359.375	233,456,2172,6851	359.375
Hachemeſſer,	German	Textura	Word	Kolonie-Zeitung-1887-12-02_P03_r1_line0007_word0002	167	4894,1848,610,158	359.5	2902,768,4211,3141	359.5
Orcheſter.	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0028_word0004	236	4708,5793,408,95	0.0	3481,2897,1654,6853	0.0
zweiten	German	Fraktur	Word	Der-Pionier-1890-05-17_P02_r1_line0008_word0001	268	3879,7397,311,94	359.75	3418,5869,1685,3089	359.75
wird	German	Fraktur	Word	Deutsches-Echo-1886-09-04_P05_r1_line0008_word0003	208	2553,2424,76,37	0.0	2315,1940,1113,678	0.0
Betttüchern,	German	Fraktur	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0018_word0007	185	4655,2804,534,112	359.5	2695,623,4085,3247	359.5
oft	German	Fraktur	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0012_word0015	24	5774,2669,73,67	359.875	3351,1574,2644,1912	359.875
von	German	Fraktur	Word	Kolonie-Zeitung-1863-06-06_P03_r1_line0002_word0005	2	2615,3986,137,65	0.125	397,3685,3103,649	0.125
tal	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0040_word0004	75	3720,7348,95,68	0.25	2871,3671,2483,4110	0.25
Meio,	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0032_word0004	125	1327,3937,195,80	359.375	233,456,2172,6851	359.375
Stange.	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0109_word0013	53	3498,8459,274,89	0.0	330,3310,5103,5551	0.0
Hinkende	German	Fraktur	Word	Kolonie-Zeitung-1888-11-08_P03_r1_line0009_word0000	183	3880,2747,444,128	0.25	3278,1436,2038,1979	0.25
und	German	Fraktur	Word	Kolonie-Zeitung-1884-09-05_P03_r1_line0012_word0001	133	2484,5031,305,157	359.875	620,3593,4255,3913	359.875
Maſchinenfabrik	German	Textura	Word	Kolonie-Zeitung-1884-09-05_P03_r1_line0006_word0000	133	1251,4629,1000,193	359.875	620,3593,4255,3913	359.875
Einzug	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0011_word0005	34	1536,6157,231,92	0.0	483,5282,2500,2814	0.0
dem	German	Fraktur	Word	Kolonie-Zeitung-1866-04-21_P03_r1_line0015_word0005	19	2411,5867,111,54	359.75	709,4498,2714,1521	359.75
Leitner,	German	Fraktur	Word	Kolonie-Zeitung-1865-08-05_P03_r1_line0001_word0002	13	2842,5674,339,101	0.75	1963,5472,1488,737	0.75
Auskunft	German	Fraktur	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0020_word0000	147	5009,3789,307,80	359.75	4895,704,2080,3483	359.75
Ribeiro	Portuguese	Textura	Word	Kolonie-Zeitung-1887-07-29_P03_r1_line0010_word0001	152	1401,4555,437,155	0.0	664,3063,2098,3713	0.0
in	German	Antiqua	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0008_word0005	185	4710,1558,73,67	359.5	2695,623,4085,3247	359.5
genannten	German	Fraktur	Word	Kolonie-Zeitung-1887-09-16_P03_r1_line0039_word0010	158	3210,6668,344,86	0.375	644,4277,4246,3156	0.375
Geſchäft	German	Fraktur	Word	Der-Pionier-1887-07-02_P03_r1_line0059_word0002	210	1197,1255,235,65	0.0	16,142,2560,2064	0.0
Joinville.	-	Fraktur	Word	Kolonie-Zeitung-1875-06-26_P03_r1_line0007_word0002	88	4925,5299,331,86	0.375	2892,4558,2477,914	0.375
internationales	German	Fraktur	Word	Kolonie-Zeitung-1884-08-15_P03_r1_line0014_word0000	132	5394,2194,659,91	359.75	5053,592,2062,1721	359.75
Pernambuco-Zucker,	German	Textura	Word	Kolonie-Zeitung-1887-07-29_P03_r1_line0001_word0001	152	1572,3348,1020,162	0.0	664,3063,2098,3713	0.0
Auler.	German	Textura	Word	Kolonie-Zeitung-1864-07-16_P03_r1_line0008_word0002	9	2961,3383,376,154	0.125	358,2575,3154,968	0.125
freundlichſt	German	Fraktur	Word	Kolonie-Zeitung-1887-09-30_P03_r1_line0014_word0003	160	1676,6524,365,83	0.25	698,4900,2112,2369	0.25
Nummern	German	Antiqua	Word	Kolonie-Zeitung-1888-08-09_P03_r1_line0004_word0002	175	6066,1734,299,60	358.75	5536,1423,1342,701	358.75
Wunden	German	Fraktur	Word	Kolonie-Zeitung-1864-03-19_P03_r1_line0015_word0001	7	647,1237,294,83	359.5	514,502,3121,1245	359.5
durch	German	Fraktur	Word	Kolonie-Zeitung-1873-07-26_P03_r1_line0007_word0006	65	4543,3559,169,77	0.375	2886,2732,2446,1352	0.375
Kappe	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0100_word0014	53	3626,7668,215,86	0.0	330,3310,5103,5551	0.0
Uhr	German	Antiqua	Word	Der-Pionier-1889-09-04_P02_r1_line0051_word0002	257	6060,6164,297,152	0.0	5244,463,1713,6266	0.0
Colonia	Portuguese	Antiqua	Word	Kolonie-Zeitung-1863-05-30_P03_r1_line0003_word0000	1	464,3199,291,72	359.75	366,2905,3083,474	359.75
etc.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0019_word0000	185	4542,2953,141,68	359.5	2695,623,4085,3247	359.5
Francisca,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0008_word0006	71	1846,5726,383,90	0.0	217,5044,2483,1775	0.0
lichen	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0004_word0000	55	2962,6219,153,66	0.5	2931,5739,2499,1886	0.5
neu	German	Fraktur	Word	Kolonie-Zeitung-1878-11-02_P03_r1_line0002_word0001	99	1202,8376,122,53	0.125	350,8166,2320,741	0.125
Villa	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0042_word0003	75	4142,7513,183,74	0.25	2871,3671,2483,4110	0.25
geöffnet.	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0046_word0001	257	5601,5517,269,90	0.0	5244,463,1713,6266	0.0
Böhm:	German	Fraktur	Word	Kolonie-Zeitung-1884-10-24_P03_r1_line0000_word0004	134	4183,5614,312,109	0.0	2841,5578,2021,1377	0.0
Aebereinkunſt.	German	Kanzlei	Word	Kolonie-Zeitung-1881-03-26_P03_r1_line0009_word0003	109	4334,8557,662,115	0.0	2835,7399,2520,1384	0.0
Expedition	German	Fraktur	Word	Kolonie-Zeitung-1865-12-02_P03_r1_line0000_word0004	15	1226,4480,356,88	0.125	425,4477,3102,434	0.125
ich	German	Fraktur	Word	Kolonie-Zeitung-1864-07-16_P03_r1_line0001_word0007	9	2378,2669,83,90	0.125	358,2575,3154,968	0.125
gewerbliche,	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0011_word0002	75	3470,4797,403,88	0.25	2871,3671,2483,4110	0.25
Gute	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0012_word0001	5	555,3292,172,72	0.0	415,2513,3072,1971	0.0
Schürzen,	German	Fraktur	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0011_word0004	185	5280,1985,374,96	359.5	2695,623,4085,3247	359.5
ſagen,	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0008_word0003	55	3389,6490,172,71	0.5	2931,5739,2499,1886	0.5
Tag	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0020_word0010	64	1937,5916,114,80	0.125	441,4191,2488,4398	0.125
bei	German	Fraktur	Word	Kolonie-Zeitung-1874-08-01_P03_r1_line0010_word0002	78	3422,6496,94,70	0.5	2822,5563,2531,1275	0.5
Leber,	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0016_word0005	55	4589,7042,195,74	0.5	2931,5739,2499,1886	0.5
in	German	Antiqua	Word	Der-Pionier-1891-09-09_P01_r1_line0022_word0002	293	3747,1879,151,150	359.625	2017,450,5055,2236	359.625
wollen,	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0044_word0003	125	1051,4972,247,76	359.375	233,456,2172,6851	359.375
hält	German	Fraktur	Word	Der-Pionier-1890-09-13_P03_r1_line0011_word0000	276	282,6608,178,92	0.0	183,4536,1794,2622	0.0
